,GHO (CODE),GHO (DISPLAY),YEAR (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),Numeric,Value
10219,NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2009,SEVERITY,SEVERITY_TOTAL,165000.0,165000 [141000-189000]
10220,WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),1996,SEX,SEX_MLE,10.24482,10.2 [9.7-10.8]
10221,FINPROTECTION_IMP_PRELPL_POP,"Population pushed further below a relative poverty line by household health expenditures - 60% of median daily per capita consumption or income (%, national, rural, urban)",2006,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,5.6,5.6
10222,AIR_41,Ambient air pollution attributable deaths,2019,SEX,SEX_MLE,115530.2311,115 530 [50 579-208 605]
10223,PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",2022,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,0.90511,0.91 [0 - 8.15]
10224,MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2018,SEX,SEX_FMLE,6.18242,6.2 [5.6-6.8]
10225,NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),2012,SEVERITY,SEVERITY_SEVERE,401.0,401 [288-524]
10226,SA_0000001409,"Alcohol, abstainers lifetime (%), age-standardized",2013,SEX,SEX_MLE,50.22432,50.2 [46.8 - 53.4]
10227,W12_imports_dutyfree_A,Health warnings on cigarette packaging law applys to products whether manufactured domestically imported AND for duty-free sale,2014,,,0.0,Yes
10228,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1981,SEX,SEX_BTSX,163.89294,163.9 [157.6-170.1]
10229,SA_0000001739,"Alcohol, heavy episodic drinking (15+) past 30 days (%), age-standardized",2015,SEX,SEX_FMLE,5.96947,6.0 [5.3 - 6.6]
10230,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",1965,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,0.0,0
10231,MORT_200,Deaths per 1 000 live births,2006,AGEGROUP,AGEGROUP_DAYS0-27,0.00254,0
10232,AIR_41,Ambient air pollution attributable deaths,2019,SEX,SEX_FMLE,64424.92311,64 425 [34 591-98 761]
10233,NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",2014,SEX,SEX_BTSX,1.0,1.0 [1.0-1.1]
10234,PHE_HHAIR_PROP_POP_CLEAN_FUELS,Proportion of population with primary reliance on clean fuels and technologies for cooking (%),2010,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,35.3,35.3 [18.8-53.6]
10235,NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",2020,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,19.6,19.6 [18.9-20.4]
10236,CM_01,Number of under-five deaths,2020,SEX,SEX_MLE,389084.0,389 084 [354 025-425 610]
10237,NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),1998,SEX,SEX_MLE,5.5,5.5 [3.7-7.7]
10238,RSUD_780,Continuing professional development in prevention,2014,RSUDHWF,RSUDHWF_PSYCHIATRISTS,0.0,No
10239,PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",1992,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,32.05,32.05 [21.9 - 43.9]
10240,PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",2018,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,359.09538,359.1 [259.92 - 468.97]
10241,CM_04,Number of deaths among children ages 5 to 9 years,2016,SEX,SEX_BTSX,73378.0,73 378 [69 369-77 690]
10242,W16_number_hw_C,How many health warnings are approved by the law for smokeless tobacco packaging?,2022,,,2.0,2
10243,NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",2015,SEX,SEX_MLE,23.9,23.9 [22.9-25.0]
10244,WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2010,SEX,SEX_MLE,5.26913,5.3 [4.9-5.7]
10245,NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),2015,SEVERITY,SEVERITY_SEVERE,347.0,347 [244-458]
10246,NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",2020,SEX,SEX_FMLE,5.0,5.0 [4.5-5.6]
10248,MORT_100,Number of deaths,2018,SEX,SEX_BTSX,46485.81209,46485.81209
10249,NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",2006,SEX,SEX_MLE,28.7,28.7 [26.9-30.5]
10250,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),1985,SEX,SEX_MLE,98.5795,98.6 [94.8-102.5]
10251,MORT_MATERNALNUM,Number of maternal deaths,1989,,,148655.346,148 655 [122 799-187 792]
10252,CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2015,SEX,SEX_MLE,7.01279,7.0 [6.6-7.5]
10253,MORT_300,Distribution of causes of death among children aged < 5 years (%),2001,AGEGROUP,AGEGROUP_DAYS0-27,0.00064,0
10255,MORT_200,Deaths per 1 000 live births,2006,AGEGROUP,AGEGROUP_MONTHS1-59,0.0,0
10256,MORT_200,Deaths per 1 000 live births,2015,AGEGROUP,AGEGROUP_MONTHS1-59,0.08628,0.1
10257,W5_top_side_A,Health warnings on cigarette packaging must be placed at the top of the principal display areas of the package,2014,,,0.0,Yes
10258,WHS3_46,Total tetanus - number of reported cases,2010,,,1756.0,1756
10259,SA_0000001739,"Alcohol, heavy episodic drinking (15+) past 30 days (%), age-standardized",2001,SEX,SEX_BTSX,8.93106,8.9 [8.1 - 9.7]
10260,NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",2020,SEX,SEX_FMLE,20.6,20.6 [20.0-21.1]
10262,NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",2015,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_TOP40,25.1,25.1 [24.6-25.7]
10263,AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),2019,SEX,SEX_BTSX,742.75227,743 [520-935]
10264,NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",2015,AGEGROUP,AGEGROUP_MONTHS6-11,27.0,27.0 [26.2-27.8]
10265,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",1973,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,0.0,0
10266,NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",2015,AGEGROUP,AGEGROUP_MONTHS36-41,6.3,6.3 [5.9-6.7]
10267,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),2006,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,56.63774,57
10268,PRETERMBIRTH_RATE,Preterm birth rate (per 100 live births),2016,,,13.0795,13.1 [9.9-17.1]
10271,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",2019,SEX,SEX_MLE,24.23906,24.2 [21.8-26.8]
10272,NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",1986,SEX,SEX_MLE,4.4,4.4 [4.0-4.9]
10273,NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),1990,SEX,SEX_BTSX,4.4,4.4 [3.0-6.2]
10274,SA_0000001409,"Alcohol, abstainers lifetime (%), age-standardized",2001,SEX,SEX_FMLE,77.26144,77.3 [74.9 - 79.3]
10275,M_Est_smk_curr_std,Estimate of current tobacco smoking prevalence (%) (age-standardized rate),2000,SEX,SEX_BTSX,29.8,29.8 [21.3-38.2]
10276,NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),2015,SEVERITY,SEVERITY_MILD,79200.0,79200 [70900-86200]
10277,DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2007,SEX,SEX_FMLE,137450.0,137 450 [127 233-148 080]
10278,NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",1988,SEX,SEX_FMLE,3.1,3.1 [2.9-3.3]
10279,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1999,SEX,SEX_FMLE,24.84742,24.8 [22.5-27.2]
10280,MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2015,SEX,SEX_MLE,5.07442,5.1 [4.7-5.5]
10281,MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2015,SEX,SEX_FMLE,7.52577,7.5 [6.9-8.1]
10282,TB_c_newinc,Tuberculosis - new and relapse cases,2015,,,1667136.0,1667136
10283,NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),2013,SEX,SEX_FMLE,165428.495,165428 [141518-188670]
10284,TB_new_snsuoth,"New cases: Pulmonary, smear-negative/unknown/not done and other new cases",2003,,,459424.0,459 424
10285,MORT_300,Distribution of causes of death among children aged < 5 years (%),2015,AGEGROUP,AGEGROUP_YEARS0-4,0.03223,0
10286,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",1970,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,0.83,0.83
10287,NUTSTUNTINGPREV,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), model-based estimates",2018,,,35.4,35.4 [33.7-37.1]
10288,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),2011,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,27.86325,28
10289,MORT_100,Number of deaths,2015,SEX,SEX_BTSX,2597.67098,2597.67098
10290,NCD_UNDER70,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,2012,SEX,SEX_BTSX,57.27296,57.3 [50.8-63.1]
10291,GDO_q17x2,Dementia integrated into other national research plan/programme,2017,,,0.0,Yes
10293,SRHINSTITUTIONALBIRTH,Proportion of births delivered in a health facility (Facility births) (%),1992,,,25.5,25.5
10294,MORT_200,Deaths per 1 000 live births,2002,AGEGROUP,AGEGROUP_DAYS0-27,2.74672,2.7
10295,NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",1999,AGEGROUP,AGEGROUP_MONTHS30-35,67.4,67.4 [65.4-69.4]
10296,MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2007,SEX,SEX_FMLE,7.4651,7.5 [6.9-8.1]
10297,CM_02,Number of infant deaths,1988,SEX,SEX_FMLE,1131305.0,1 131 305 [1 088 762-1 175 831]
10298,MORT_200,Deaths per 1 000 live births,2000,AGEGROUP,AGEGROUP_YEARS0-4,2.81477,2.8
10299,NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",2006,SEX,SEX_MLE,8.0,8.0 [6.6-9.7]
10300,MORT_300,Distribution of causes of death among children aged < 5 years (%),2007,AGEGROUP,AGEGROUP_YEARS0-4,0.11519,0.1
10301,W21_emissions_quant_B,Other smoked tobacco packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark,2008,,,0.0,No
10302,NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",1999,SEX,SEX_MLE,4.4,4.4 [3.9-4.9]
10303,O_Group,Offering help to quit tobacco use,2007,,,0.0,3
10304,LBW_PREVALENCE,Low birth weight prevalence (%),2016,,,28.4,28.4 [26.8-30.0]
10305,P3_universities,National smoking ban in UNIVERSITIES,2020,,,0.0,Yes
10306,PHE_HHAIR_PROP_POP_POLLUTING_FUELS,Proportion of population with primary reliance on polluting fuels and technologies for cooking (%),2013,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,58.0,58 [39.1 - 75.5]
10307,MORT_200,Deaths per 1 000 live births,2002,AGEGROUP,AGEGROUP_YEARS0-4,0.14339,0.1
10308,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),2015,SEX,SEX_MLE,59.41627,59.4 [58.8-60.1]
10309,NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",2006,SEX,SEX_FMLE,25.6,25.6 [23.8-27.4]
10310,MORT_100,Number of deaths,2003,SEX,SEX_BTSX,33406.27788,33406.27788
10311,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",1961,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,0.71,0.71
10312,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",2007,SEX,SEX_FMLE,22.11368,22.1 [20.5-23.7]
10313,NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",2006,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_TOTL,20.0,20.0 [19.4-20.6]
10314,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",2016,SEX,SEX_FMLE,1.47267,1.5 [1.2-1.8]
10315,HIV_0000000009,Reported number of people receiving antiretroviral therapy,2005,,,0.0,0
10316,NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2001,SEVERITY,SEVERITY_MODERATE,74300.0,74300 [59300-89200]
10317,NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",1992,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_BOTTOM80,3.3,3.3 [2.9-3.8]
10318,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",2001,SEX,SEX_MLE,1.13131,1.1 [1.0-1.3]
10319,NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),2014,SEVERITY,SEVERITY_MODERATE,3660.0,3660 [3250-4030]
10320,MORT_300,Distribution of causes of death among children aged < 5 years (%),2000,AGEGROUP,AGEGROUP_MONTHS1-59,0.00918,0
10321,W4_pc_back_B,Percentage of principal display area mandated to be covered by health warnings - back of other smoked tobacco packaging,2012,,,0.0,0
10322,DEATHADO,Number of deaths among adolescents (10 to 19 years of age),1994,SEX,SEX_MLE,70274.0,70 274 [59 191-82 064]
10323,SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",2006,SEX,SEX_FMLE,106498.4,106498 [83163-133452]
10324,NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",2015,SEX,SEX_FMLE,35.9,35.9 [34.6-37.1]
10325,NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",2006,EDUCATIONLEVEL,EDUCATIONLEVEL_EDUC_HIGHER,4.7,4.7 [3.8-6.0]
10326,NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",1999,SEX,SEX_FMLE,50.8,50.8 [49.8-51.9]
10327,WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2018,SEX,SEX_FMLE,2.07431,2.1 [1.9-2.3]
10328,NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",2016,SEX,SEX_BTSX,3.2,3.2 [3.1-3.3]
10329,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2015,SEX,SEX_MLE,7.1632,7.2 [6.5-7.8]
10330,RSUD_680,Special housing services for alcohol use disorders,2014,RSUDTREATMENTLOCATION,RSUDTREATMENTLOCATION_IN_THE_CAPITAL_CITY,0.0,No
10331,SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),2009,SEX,SEX_MLE,0.52628,0.5 [0.3-0.7]
10332,NTD_TRA5,Number of people operated for trachomatous trichiasis,2023,,,2.0,2
10334,NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",1998,SEX,SEX_FMLE,1.1,1.1 [1.0-1.1]
10335,NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",1998,SEX,SEX_BTSX,1.0,1.0 [1.0-1.1]
10336,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1996,SEX,SEX_FMLE,1.68595,1.7 [1.5-1.9]
10337,FINPROTECTION_IMP_NPRELPL_POP,"Population pushed below a relative poverty line by household health expenditures - 60% of median daily per capita consumption or income (%, national, rural, urban)",2006,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,2.59,2.59
10338,MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population),2015,,,1.7557,1.76 [0.80-30.06]
10339,WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2018,SEX,SEX_BTSX,2.3466,2.3 [2.2-2.5]
10340,MORT_200,Deaths per 1 000 live births,2005,AGEGROUP,AGEGROUP_DAYS0-27,0.00285,0
10342,WHS3_56,Neonatal tetanus - number of reported cases,1990,,,9313.0,9313
10343,NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",2015,SEX,SEX_FMLE,31.3,31.3 [30.7-32.0]
10344,MORT_300,Distribution of causes of death among children aged < 5 years (%),2016,AGEGROUP,AGEGROUP_DAYS0-27,0.05133,0.1
10345,TB_ret_nrel,"Previously treated  cases, excluding relapse",2005,,,148580.0,148580
10346,NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),2018,SEX,SEX_FMLE,7622.624,7623 [6839-8191]
10347,WHS4_129,Hib (Hib3) immunization coverage among 1-year-olds (%),2019,,,91.0,91
10348,SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",2007,SEX,SEX_BTSX,1948347.0,1948347 [1583014-2365954]
10349,W16_number_hw_B,How many health warnings are approved by the law for other smoked tobacco packaging?,2008,,,2.0,2
10350,SA_0000001409,"Alcohol, abstainers lifetime (%), age-standardized",2014,SEX,SEX_BTSX,60.44386,60.4 [57.3 - 63.4]
10351,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2018,SEX,SEX_FMLE,8.38479,8.4 [7.3-9.5]
10352,MORT_300,Distribution of causes of death among children aged < 5 years (%),2004,AGEGROUP,AGEGROUP_DAYS0-27,0.03253,0
10353,W1_HW_law_C,Law mandates that health warnings appear on smokeless tobacco packages,2007,,,0.0,Yes
10354,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",2009,SEX,SEX_MLE,24.93968,24.9 [23.3-26.5]
10355,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),2008,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,36.80784,37
10356,NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",1992,SEX,SEX_BTSX,19.7,19.7
10357,M_Est_cig_curr,Estimate of current cigarette smoking prevalence (%),2022,SEX,SEX_FMLE,0.4,0.4 [0.3-0.6]
10358,NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",1987,SEX,SEX_FMLE,4.2,4.2 [3.9-4.6]
10360,MORT_300,Distribution of causes of death among children aged < 5 years (%),2002,AGEGROUP,AGEGROUP_MONTHS1-59,0.11153,0.1
10361,SA_0000001411,"Alcohol, abstainers past 12 months (%), age-standardized",2020,SEX,SEX_BTSX,70.79737,70.8 [67.7 - 73.9]
10362,NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),2006,SEX,SEX_MLE,24.96114,25.0 [17.8-33.2]
10363,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1967,SEX,SEX_BTSX,222.33129,222.3 [209.6-235.4]
10364,NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),2012,SEVERITY,SEVERITY_MODERATE,80300.0,80300 [61700-99900]
10365,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2009,SEX,SEX_FMLE,19.90182,19.9 [19.0-20.8]
10366,NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",2006,SEX,SEX_FMLE,57.3,57.3 [54.3-60.2]
10367,SA_0000001414,"Alcohol, former drinkers (%), age-standardized",2009,SEX,SEX_BTSX,8.29041,8.3 [7.4 - 9.3]
10369,MORT_200,Deaths per 1 000 live births,2016,AGEGROUP,AGEGROUP_YEARS0-4,1.31904,1.3
10371,WHS4_543,BCG immunization coverage among 1-year-olds (%),2017,,,92.0,92
10372,DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2019,SEX,SEX_FMLE,44074.0,44 074 [39 051-49 369]
